series,run_name,sample_id,rev1,rev2,rev3,gammaCDff2p,gammaCDff2s,gammaDDff2pp,gammaDDff2ps,gammaCDff3,f,ln(c/c0),ln(d/d0),DeltaCD,DeltaDD,solve_seconds,t_end,tmax,event_reached,f_stop
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.9042016806722689,0.005983195934540208,0.022701122257316315,-1.3209316356011185,-4.058213901812185,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.9092436974789916,0.005652488859981305,0.021446371201317,-1.2479721387265281,-3.8343445704293995,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.9142857142857143,0.00532357178491828,0.020198411181248647,-1.1754017773459253,-3.611636963501792,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.9193277310924369,0.00499642543745795,0.018957169087074587,-1.1032163917078741,-3.390078827119958,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.9243697478991596,0.004671030855259776,0.017722572982993772,-1.0314118885739867,-3.169658101593381,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.9294117647058823,0.004347369378948562,0.016494552082463726,-0.9599842398000193,-2.9503629173509096,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.934453781512605,0.004025422645693194,0.01527303672383657,-0.8889294809665094,-2.7321815909509315,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.9394957983193277,0.0037051725829433738,0.014057958346607185,-0.818243710034965,-2.515102621185782,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.9445378151260504,0.0033866014023488625,0.012849249468342745,-0.7479230860450637,-2.299114685305442,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.9495798319327731,0.003069691593854487,0.011646843662289614,-0.6779638278537365,-2.0842066353509825,0.028532981872558594,30.27424646725167,500.0,True,0.395
